N-Z,N,Z,A,EL,O,Mass_excess_keV,D_Mass_excess_keV,is_from_experiment,Binding_enrgy_perA_keV,D_Binding_enrgy_perA_keV,is_from_experiment,Decay_mode,Qbeta_keV,D_Qbeta_keV,is_from_experiment,A,Atomic_mass_microu,D_Atomic_mass_microu,is_from_experiment
16,53,37,90,Rb,na,-79365.573,6.452,1,8631.5262,0.0717,1,B-,6585.3721,6.4806,1,89,914797.557,6.926,1
14,52,38,90,Sr,na,-85950.945,1.449,1,8696.0043,0.0161,1,B-,545.9674,1.406,1,89,907727.87,1.555,1
12,51,39,90,Y,na,-86496.912,0.354,1,8693.3778,0.0039,1,B-,2275.635,0.3726,1,89,907141.749,0.379,1
10,50,40,90,Zr,na,-88772.547,0.118,1,8709.9699,0.0013,1,B-,-6111.0165,3.3163,1,89,904698.755,0.126,1
8,49,41,90,Nb,na,-82661.531,3.317,1,8633.377,0.0369,1,B-,-2489.0165,3.3163,1,89,911259.201,3.561,1
6,48,42,90,Mo,na,-80172.514,3.463,1,8597.0285,0.0385,1,B-,-9447.8181,3.611,1,89,913931.27,3.717,1
4,47,43,90,Tc,x,-70724.696,1.025,1,8483.36,0.0114,1,B-,-5840.8951,3.8685,1,89,924073.919,1.1,1
2,46,44,90,Ru,na,-64883.801,3.73,1,8409.7684,0.0414,1,B-,-13250.0,200.0,0,89,930344.378,4.004,1
0,45,45,90,Rh,-,-51634.0,200.0,0,8254.0,2.0,0,B-,-11924.0,447.0,0,89,944569.0,215.0,0
-2,44,46,90,Pd,x,-39710.0,400.0,0,8113.0,4.0,0,B-,999999.0,999999.0,1,89,957370.0,429.0,0
25,58,33,91,As,x,-36500.0,400.0,0,8189.0,4.0,0,B-,14080.0,589.0,0,90,960816.0,429.0,0
23,57,34,91,Se,x,-50580.13,433.145,1,8334.8382,4.7598,1,B-,10527.1716,433.1593,1,90,945700.0,465.0,1
21,56,35,91,Br,-n2p,-61107.301,3.543,1,8441.9242,0.0389,1,B-,9866.6724,4.1898,1,90,934398.617,3.804,1
19,55,36,91,Kr,x,-70973.974,2.236,1,8541.7519,0.0246,1,B-,6771.0748,8.1153,1,90,923806.309,2.4,1
17,54,37,91,Rb,na,-77745.049,7.801,1,8607.5621,0.0857,1,B-,5906.901,8.8732,1,90,916537.261,8.375,1
15,53,38,91,Sr,na,-83651.95,5.453,1,8663.8759,0.0599,1,B-,2699.3714,5.2468,1,90,910195.942,5.853,1
13,52,39,91,Y,na,-86351.321,1.843,1,8684.9421,0.0203,1,B-,1544.271,1.8403,1,90,907298.048,1.978,1
11,51,40,91,Zr,na,-87895.592,0.095,1,8693.3149,0.0011,1,B-,-1257.5644,2.9243,1,90,905640.205,0.101,1
9,50,41,91,Nb,na,-86638.028,2.926,1,8670.8983,0.0322,1,B-,-4429.1934,6.7439,1,90,906990.256,3.14,1
7,49,42,91,Mo,na,-82208.834,6.238,1,8613.6286,0.0686,1,B-,-6222.1768,6.6706,1,90,911745.19,6.696,1
5,48,43,91,Tc,na,-75986.657,2.363,1,8536.6558,0.026,1,B-,-7746.8246,3.2422,1,90,918424.972,2.536,1
3,47,44,91,Ru,na,-68239.833,2.221,1,8442.9287,0.0244,1,B-,-9670.0,298.0,0,90,926741.53,2.384,1
1,46,45,91,Rh,x,-58570.0,298.0,0,8328.0,3.0,0,B-,-12400.0,300.0,0,90,937123.0,320.0,0
-1,45,46,91,Pd,-,-46170.0,423.0,0,8183.0,5.0,0,B-,999999.0,999999.0,1,90,950435.0,454.0,0
26,59,33,92,As,x,-30380.0,500.0,0,8121.0,5.0,0,B-,16344.0,640.0,0,91,967386.0,537.0,0
24,58,34,92,Se,x,-46724.0,400.0,0,8290.0,4.0,0,B-,9509.0,400.0,0,91,949840.0,429.0,0
22,57,35,92,Br,x,-56232.812,6.709,1,8384.9123,0.0729,1,B-,12536.5161,7.2322,1,91,939631.595,7.202,1
20,56,36,92,Kr,x,-68769.329,2.701,1,8512.675,0.0294,1,B-,6003.121,6.6924,1,91,926173.092,2.9,1
18,55,37,92,Rb,na,-74772.45,6.123,1,8569.4225,0.0666,1,B-,8094.9212,6.4187,1,91,919728.477,6.573,1
16,54,38,92,Sr,na,-82867.371,3.423,1,8648.907,0.0372,1,B-,1949.1237,9.3841,1,91,911038.222,3.675,1
14,53,39,92,Y,na,-84816.494,9.127,1,8661.5894,0.0992,1,B-,3642.5294,9.1271,1,91,908945.752,9.798,1
12,52,40,92,Zr,na,-88459.024,0.094,1,8692.6783,0.0011,1,B-,-2005.7335,1.7823,1,91,905035.336,0.101,1
10,51,41,92,Nb,na,-86453.29,1.784,1,8662.3731,0.0194,1,B-,355.2968,1.7911,1,91,907188.58,1.915,1
8,50,42,92,Mo,na,-86808.587,0.157,1,8657.7312,0.0017,1,B-,-7882.8841,3.1063,1,91,906807.153,0.168,1
6,49,43,92,Tc,na,-78925.703,3.102,1,8563.544,0.0337,1,B-,-4624.4922,4.1246,1,91,915269.777,3.33,1
4,48,44,92,Ru,na,-74301.211,2.718,1,8504.774,0.0295,1,B-,-11302.1155,5.1531,1,91,920234.373,2.917,1
2,47,45,92,Rh,x,-62999.095,4.378,1,8373.4211,0.0476,1,B-,-8220.0,345.0,1,91,932367.692,4.7,1
0,46,46,92,Pd,-,-54779.095,345.028,1,8275.5695,3.7503,1,B-,-17249.0,528.0,0,91,941192.225,370.402,1
-2,45,47,92,Ag,x,-37530.0,400.0,0,8080.0,4.0,0,B-,999999.0,999999.0,1,91,959710.0,429.0,0
25,59,34,93,Se,x,-40860.0,400.0,0,8225.0,4.0,0,B-,12030.0,588.0,0,92,956135.0,429.0,0
23,58,35,93,Br,x,-52890.235,430.816,1,8345.5986,4.6324,1,B-,11245.7673,430.8234,1,92,943220.0,462.5,1
21,57,36,93,Kr,x,-64136.002,2.515,1,8458.1085,0.027,1,B-,8483.8977,8.2243,1,92,931147.172,2.7,1
19,56,37,93,Rb,na,-72619.9,7.83,1,8540.9209,0.0842,1,B-,7465.9434,8.8761,1,92,922039.334,8.406,1
17,55,38,93,Sr,na,-80085.844,7.554,1,8612.7875,0.0812,1,B-,4141.3118,11.6972,1,92,914024.314,8.109,1
15,54,39,93,Y,na,-84227.155,10.488,1,8648.9054,0.1128,1,B-,2894.8723,10.483,1,92,909578.434,11.259,1
13,53,40,93,Zr,na,-87122.028,0.456,1,8671.6207,0.0049,1,B-,90.8123,1.4838,1,92,906470.661,0.489,1
11,52,41,93,Nb,na,-87212.84,1.49,1,8664.1849,0.016,1,B-,-405.7609,1.5012,1,92,906373.17,1.599,1
9,51,42,93,Mo,-n,-86807.079,0.181,1,8651.4095,0.002,1,B-,-3200.9629,1.004,1,92,906808.772,0.193,1
7,50,43,93,Tc,-p,-83606.116,1.012,1,8608.5782,0.0109,1,B-,-6389.3929,2.2995,1,92,910245.147,1.086,1
5,49,44,93,Ru,na,-77216.723,2.065,1,8531.4627,0.0222,1,B-,-8204.9136,3.3425,1,92,917104.442,2.216,1
3,48,45,93,Rh,na,-69011.81,2.629,1,8434.8255,0.0283,1,B-,-10030.0,370.0,1,92,925912.778,2.821,1
1,47,46,93,Pd,-,-58981.81,370.009,1,8318.5637,3.9786,1,B-,-12582.0,545.0,0,92,936680.426,397.221,1
-1,46,47,93,Ag,x,-46400.0,401.0,0,8175.0,4.0,0,B-,999999.0,999999.0,1,92,950188.0,430.0,0
26,60,34,94,Se,x,-36803.0,500.0,0,8180.0,5.0,0,B-,10846.0,539.0,0,93,960490.0,537.0,0
24,59,35,94,Br,x,-47650.0,200.0,0,8287.0,2.0,0,B-,13698.0,201.0,0,93,948846.0,215.0,0
22,58,36,94,Kr,x,-61347.78,12.109,1,8424.3318,0.1288,1,B-,7215.0114,12.2782,1,93,934140.452,13.0,1
20,57,37,94,Rb,na,-68562.791,2.029,1,8492.7644,0.0216,1,B-,10282.9297,2.623,1,93,926394.819,2.177,1
18,56,38,94,Sr,na,-78845.721,1.663,1,8593.8344,0.0177,1,B-,3505.7517,6.422,1,93,915355.641,1.785,1
16,55,39,94,Y,na,-82351.473,6.38,1,8622.8068,0.0679,1,B-,4917.8589,6.3799,1,93,911592.062,6.849,1
14,54,40,94,Zr,na,-87269.332,0.164,1,8666.8016,0.0018,1,B-,-900.2684,1.5,1,93,906312.523,0.175,1
12,53,41,94,Nb,na,-86369.063,1.491,1,8648.9014,0.0159,1,B-,2045.0163,1.4937,1,93,907279.001,1.6,1
10,52,42,94,Mo,na,-88414.079,0.141,1,8662.3341,0.0015,1,B-,-4255.7476,4.0687,1,93,905083.586,0.151,1
8,51,43,94,Tc,-,-84158.332,4.071,1,8608.7373,0.0433,1,B-,-1574.7296,5.1433,1,93,909652.319,4.37,1
6,50,44,94,Ru,na,-82583.602,3.143,1,8583.662,0.0334,1,B-,-9675.9789,4.615,1,93,911342.86,3.374,1
4,49,45,94,Rh,na,-72907.623,3.379,1,8472.4033,0.0359,1,B-,-6805.3428,5.4588,1,93,921730.45,3.627,1
2,48,46,94,Pd,x,-66102.281,4.287,1,8391.6832,0.0456,1,B-,-13700.0,400.0,0,93,929036.286,4.602,1
0,47,47,94,Ag,-,-52402.0,400.0,0,8238.0,4.0,0,B-,-11962.0,640.0,0,93,943744.0,429.0,0
-2,46,48,94,Cd,x,-40440.0,500.0,0,8102.0,5.0,0,B-,999999.0,999999.0,1,93,956586.0,537.0,0
27,61,34,95,Se,x,-30460.0,500.0,0,8112.0,5.0,0,B-,13390.0,583.0,0,94,967300.0,537.0,0
25,60,35,95,Br,x,-43850.0,300.0,0,8245.0,3.0,0,B-,12309.0,301.0,0,94,952925.0,322.0,0
23,59,36,95,Kr,x,-56158.92,18.63,1,8365.9963,0.1961,1,B-,9731.3868,27.5124,1,94,939710.922,20.0,1
21,58,37,95,Rb,na,-65890.307,20.245,1,8460.1967,0.2131,1,B-,9226.9772,20.2036,1,94,929263.849,21.733,1
19,57,38,95,Sr,na,-75117.284,5.81,1,8549.0875,0.0612,1,B-,6090.6528,7.2395,1,94,919358.282,6.237,1
17,56,39,95,Y,na,-81207.937,6.779,1,8604.9644,0.0714,1,B-,4452.0031,6.7718,1,94,912819.697,7.277,1
15,55,40,95,Zr,na,-85659.94,0.869,1,8643.5924,0.0092,1,B-,1126.3312,0.9854,1,94,908040.276,0.933,1
13,54,41,95,Nb,na,-86786.272,0.508,1,8647.2133,0.0054,1,B-,925.6009,0.4938,1,94,906831.11,0.545,1
11,53,42,95,Mo,na,-87711.872,0.123,1,8648.7212,0.0013,1,B-,-1690.5175,5.0782,1,94,905837.436,0.132,1
9,52,43,95,Tc,na,-86021.355,5.08,1,8622.6911,0.0535,1,B-,-2563.5961,10.531,1,94,907652.281,5.453,1
7,51,44,95,Ru,na,-83457.759,9.502,1,8587.4706,0.1,1,B-,-5117.1423,10.2656,1,94,910404.415,10.2,1
5,50,45,95,Rh,na,-78340.616,3.886,1,8525.3707,0.0409,1,B-,-8374.7035,4.9281,1,94,915897.893,4.171,1
3,49,46,95,Pd,x,-69965.913,3.031,1,8428.9807,0.0319,1,B-,-10060.0,400.0,0,94,924888.506,3.253,1
1,48,47,95,Ag,-,-59906.0,400.0,0,8315.0,4.0,0,B-,-12850.0,400.0,0,94,935688.0,429.0,0
-1,47,48,95,Cd,-,-47056.0,566.0,0,8171.0,6.0,0,B-,999999.0,999999.0,1,94,949483.0,607.0,0
26,61,35,96,Br,x,-38210.0,300.0,0,8184.0,3.0,0,B-,14872.0,301.0,0,95,958980.0,322.0,0
24,60,36,96,Kr,na,-53081.682,19.277,1,8330.8721,0.2008,1,B-,8272.6693,19.5669,1,95,943014.473,20.695,1
22,59,37,96,Rb,na,-61354.351,3.353,1,8408.8963,0.0349,1,B-,11563.897,9.1062,1,95,934133.398,3.599,1
20,58,38,96,Sr,na,-72918.248,8.466,1,8521.2041,0.0882,1,B-,5411.738,9.7257,1,95,921719.045,9.089,1
18,57,39,96,Y,na,-78329.986,6.075,1,8569.4269,0.0633,1,B-,7108.8741,6.074,1,95,915909.305,6.521,1
16,56,40,96,Zr,na,-85438.86,0.114,1,8635.3283,0.0012,1,B-,163.9704,0.1,1,95,908277.615,0.122,1
14,55,41,96,Nb,na,-85602.83,0.147,1,8628.8868,0.0015,1,B-,3192.059,0.107,1,95,908101.586,0.157,1
12,54,42,96,Mo,na,-88794.889,0.12,1,8653.988,0.0013,1,B-,-2973.2411,5.145,1,95,904674.77,0.128,1
10,53,43,96,Tc,-,-85821.648,5.146,1,8614.8673,0.0536,1,B-,258.7369,5.1464,1,95,907866.675,5.524,1
8,52,44,96,Ru,na,-86080.385,0.17,1,8609.413,0.0018,1,B-,-6392.6529,10.0,1,95,907588.91,0.182,1
6,51,45,96,Rh,-,-79687.732,10.001,1,8534.6735,0.1042,1,B-,-3504.3127,10.8442,1,95,914451.705,10.737,1
4,50,46,96,Pd,x,-76183.42,4.194,1,8490.0207,0.0437,1,B-,-11671.7741,90.1814,1,95,918213.739,4.502,1
2,49,47,96,Ag,ep,-64511.645,90.084,1,8360.2903,0.9384,1,B-,-8940.0,400.0,0,95,930743.903,96.708,1
0,48,48,96,Cd,-,-55572.0,410.0,0,8259.0,4.0,0,B-,-17482.0,647.0,0,95,940341.0,440.0,0
-2,47,49,96,In,x,-38090.0,500.0,0,8069.0,5.0,0,B-,999999.0,999999.0,1,95,959109.0,537.0,0
27,62,35,97,Br,x,-34000.0,400.0,0,8140.0,4.0,0,B-,13423.0,420.0,0,96,963499.0,429.0,0
25,61,36,97,Kr,x,-47423.499,130.409,1,8269.8645,1.3444,1,B-,11095.646,130.4232,1,96,949088.782,140.0,1
23,60,37,97,Rb,na,-58519.145,1.912,1,8376.1872,0.0197,1,B-,10061.5295,3.8872,1,96,937177.117,2.052,1
21,59,38,97,Sr,na,-68580.674,3.385,1,8471.8489,0.0349,1,B-,7534.7807,7.5131,1,96,926375.621,3.633,1
19,58,39,97,Y,+,-76115.455,6.708,1,8541.4616,0.0692,1,B-,6821.2382,6.7068,1,96,918286.702,7.201,1
17,57,40,97,Zr,na,-82936.693,0.121,1,8603.7182,0.0013,1,B-,2666.1038,4.2435,1,96,910963.802,0.13,1
15,56,41,97,Nb,na,-85602.797,4.244,1,8623.1384,0.0438,1,B-,1941.9038,4.2435,1,96,908101.622,4.556,1
13,55,42,97,Mo,na,-87544.7,0.165,1,8635.0926,0.0017,1,B-,-320.264,4.1169,1,96,906016.903,0.176,1
11,54,43,97,Tc,na,-87224.436,4.118,1,8623.7254,0.0425,1,B-,-1103.8722,4.9563,1,96,906360.72,4.42,1
9,53,44,97,Ru,-n,-86120.564,2.763,1,8604.2799,0.0285,1,B-,-3523.0,35.3553,1,96,907545.776,2.965,1
7,52,45,97,Rh,-,-82597.564,35.463,1,8559.8949,0.3656,1,B-,-4791.7118,35.7924,1,96,911327.872,38.071,1
5,51,46,97,Pd,x,-77805.852,4.844,1,8502.4303,0.0499,1,B-,-6901.8255,12.9558,1,96,916471.985,5.2,1
3,50,47,97,Ag,x,-70904.027,12.016,1,8423.2121,0.1239,1,B-,-10170.0,420.0,1,96,923881.4,12.9,1
1,49,48,97,Cd,-,-60734.027,420.172,1,8310.3013,4.3317,1,B-,-13344.0,580.0,0,96,934799.343,451.073,1
-1,48,49,97,In,x,-47390.0,401.0,0,8165.0,4.0,0,B-,999999.0,999999.0,1,96,949125.0,430.0,0
28,63,35,98,Br,x,-28050.0,400.0,0,8078.0,4.0,0,B-,16070.0,500.0,0,97,969887.0,429.0,0
26,62,36,98,Kr,x,-44120.0,300.0,0,8234.0,3.0,0,B-,10249.0,300.0,0,97,952635.0,322.0,0
24,61,37,98,Rb,na,-54369.152,16.083,1,8330.7294,0.1641,1,B-,12053.2361,16.4029,1,97,941632.317,17.265,1
22,60,38,98,Sr,na,-66422.389,3.226,1,8445.7385,0.0329,1,B-,5866.3591,8.5504,1,97,928692.636,3.463,1
20,59,39,98,Y,p-2n,-72288.748,7.919,1,8497.6162,0.0808,1,B-,8993.0098,11.5755,1,97,922394.841,8.501,1
18,58,40,98,Zr,na,-81281.757,8.445,1,8581.3984,0.0862,1,B-,2242.8547,9.8134,1,97,912740.448,9.065,1
16,57,41,98,Nb,-pn,-83524.612,5.001,1,8596.3016,0.051,1,B-,4591.3681,5.0032,1,97,910332.645,5.369,1
14,56,42,98,Mo,na,-88115.98,0.174,1,8635.1691,0.0018,1,B-,-1683.7664,3.3768,1,97,905403.609,0.186,1
12,55,43,98,Tc,na,-86432.214,3.38,1,8610.0047,0.0345,1,B-,1792.6575,7.1568,1,97,907211.206,3.628,1
10,54,44,98,Ru,na,-88224.871,6.463,1,8620.314,0.0659,1,B-,-5049.6529,10.0,1,97,905286.709,6.937,1
8,53,45,98,Rh,-,-83175.219,11.906,1,8560.8038,0.1215,1,B-,-1854.2331,12.8161,1,97,910707.734,12.782,1
6,52,46,98,Pd,na,-81320.985,4.742,1,8533.8999,0.0484,1,B-,-8254.5607,33.0975,1,97,912698.335,5.09,1
4,51,47,98,Ag,na,-73066.425,32.907,1,8441.6866,0.3358,1,B-,-5430.0,40.0,1,97,921559.97,35.327,1
2,50,48,98,Cd,-,-67636.425,51.797,1,8378.2953,0.5285,1,B-,-13730.0,300.0,0,97,927389.315,55.605,1
0,49,49,98,In,-,-53906.0,304.0,0,8230.0,3.0,0,B-,999999.0,999999.0,1,97,942129.0,327.0,0
27,63,36,99,Kr,x,-38400.0,400.0,0,8175.0,4.0,0,B-,12721.0,400.0,0,98,958776.0,429.0,0
25,62,37,99,Rb,x,-51121.15,4.031,1,8295.301,0.0407,1,B-,11397.3767,6.2201,1,98,945119.19,4.327,1
23,61,38,99,Sr,na,-62518.527,4.737,1,8402.5235,0.0479,1,B-,8125.2037,8.1353,1,98,932883.604,5.085,1
21,60,39,99,Y,x,-70643.73,6.615,1,8476.6938,0.0668,1,B-,6972.9398,12.4082,1,98,924160.839,7.101,1
19,59,40,99,Zr,na,-77616.67,10.499,1,8539.225,0.1061,1,B-,4718.6736,15.9474,1,98,916675.081,11.271,1
17,58,41,99,Nb,+p,-82335.344,12.004,1,8578.9859,0.1213,1,B-,3634.7623,12.0059,1,98,911609.377,12.886,1
15,57,42,99,Mo,na,-85970.106,0.229,1,8607.7982,0.0023,1,B-,1357.7631,0.8905,1,98,907707.299,0.245,1
13,56,43,99,Tc,na,-87327.869,0.908,1,8613.6105,0.0092,1,B-,297.5156,0.9453,1,98,906249.681,0.974,1
11,55,44,99,Ru,na,-87625.385,0.343,1,8608.7132,0.0035,1,B-,-2040.8632,19.4529,1,98,905930.284,0.368,1
9,54,45,99,Rh,na,-85584.522,19.451,1,8580.1959,0.1965,1,B-,-3401.6603,18.9153,1,98,908121.241,20.881,1
7,53,46,99,Pd,na,-82182.861,5.107,1,8537.9332,0.0516,1,B-,-5470.3785,8.0829,1,98,911773.073,5.482,1
5,52,47,99,Ag,x,-76712.483,6.265,1,8474.7744,0.0633,1,B-,-6781.3511,6.4622,1,98,917645.766,6.725,1
3,51,48,99,Cd,x,-69931.132,1.584,1,8398.3734,0.016,1,B-,-8555.0,298.0,0,98,924925.845,1.7,1
1,50,49,99,In,x,-61376.0,298.0,0,8304.0,3.0,0,B-,-13400.0,500.0,0,98,934110.0,320.0,0
-1,49,50,99,Sn,-,-47976.0,582.0,0,8161.0,6.0,0,B-,999999.0,999999.0,1,98,948495.0,625.0,0
28,64,36,100,Kr,x,-34470.0,400.0,0,8134.0,4.0,0,B-,11796.0,400.0,0,99,962995.0,429.0,0
26,63,37,100,Rb,na,-46265.884,13.124,1,8244.5085,0.1312,1,B-,13551.6204,14.8355,1,99,950331.532,14.089,1
24,62,38,100,Sr,na,-59817.505,6.918,1,8372.2012,0.0692,1,B-,7503.7365,13.1453,1,99,935783.27,7.426,1
22,61,39,100,Y,x,-67321.241,11.179,1,8439.4151,0.1118,1,B-,9051.4949,13.8293,1,99,927727.678,12.0,1
20,60,40,100,Zr,na,-76372.736,8.143,1,8522.1066,0.0814,1,B-,3418.5098,11.3976,1,99,918010.499,8.742,1
18,59,41,100,Nb,IT,-79791.246,7.976,1,8548.4683,0.0798,1,B-,6401.7829,7.9817,1,99,914340.578,8.562,1
16,58,42,100,Mo,na,-86193.029,0.301,1,8604.6626,0.003,1,B-,-172.0776,1.3704,1,99,907467.982,0.322,1
14,57,43,100,Tc,-n,-86020.951,1.351,1,8595.1184,0.0135,1,B-,3206.4401,1.376,1,99,907652.715,1.45,1
12,56,44,100,Ru,na,-89227.391,0.342,1,8619.3593,0.0034,1,B-,-3636.2612,18.1231,1,99,904210.46,0.367,1
10,55,45,100,Rh,na,-85591.13,18.125,1,8575.1732,0.1813,1,B-,-378.4577,25.2879,1,99,908114.147,19.458,1
8,54,46,100,Pd,na,-85212.672,17.637,1,8563.5652,0.1764,1,B-,-7074.703,18.3319,1,99,908520.438,18.934,1
6,53,47,100,Ag,x,-78137.969,5.0,1,8484.9947,0.05,1,B-,-3943.374,5.2735,1,99,916115.443,5.367,1
4,52,48,100,Cd,x,-74194.595,1.677,1,8437.7375,0.0168,1,B-,-10016.4492,2.7945,1,99,920348.829,1.8,1
2,51,49,100,In,x,-64178.146,2.236,1,8329.7495,0.0224,1,B-,-7030.0,240.0,1,99,931101.929,2.4,1
0,50,50,100,Sn,-,-57148.146,240.01,1,8251.626,2.4001,1,B-,999999.0,999999.0,1,99,938648.944,257.661,1
29,65,36,101,Kr,x,-28580.0,500.0,0,8075.0,5.0,0,B-,13987.0,501.0,0,100,969318.0,537.0,0
27,64,37,101,Rb,x,-42567.417,20.493,1,8206.1753,0.2029,1,B-,12757.4969,22.1781,1,100,954302.0,22.0,1
25,63,38,101,Sr,x,-55324.914,8.48,1,8324.7411,0.084,1,B-,9729.8721,11.0473,1,100,940606.264,9.103,1
23,62,39,101,Y,x,-65054.787,7.08,1,8413.3305,0.0701,1,B-,8106.2003,10.9331,1,100,930160.817,7.601,1
21,61,40,101,Zr,na,-73160.987,8.332,1,8485.8439,0.0825,1,B-,5730.5011,9.1366,1,100,921458.454,8.944,1
19,60,41,101,Nb,x,-78891.488,3.749,1,8534.8355,0.0371,1,B-,4628.4637,3.7378,1,100,915306.508,4.024,1
17,59,42,101,Mo,-n,-83519.952,0.308,1,8572.9159,0.0031,1,B-,2824.6411,24.0018,1,100,910337.648,0.331,1
15,58,43,101,Tc,+,-86344.593,24.004,1,8593.1366,0.2377,1,B-,1613.52,24.0,1,100,907305.271,25.768,1
13,57,44,101,Ru,na,-87958.113,0.413,1,8601.366,0.0041,1,B-,-545.6846,5.8518,1,100,905573.086,0.443,1
11,56,45,101,Rh,na,-87412.428,5.841,1,8588.2172,0.0578,1,B-,-1980.2833,3.9027,1,100,906158.903,6.27,1
9,55,46,101,Pd,na,-85432.145,4.588,1,8560.8644,0.0454,1,B-,-4097.7606,6.6679,1,100,908284.824,4.925,1
7,54,47,101,Ag,x,-81334.384,4.838,1,8512.5465,0.0479,1,B-,-5497.9186,5.0625,1,100,912683.951,5.193,1
5,53,48,101,Cd,x,-75836.466,1.49,1,8450.3657,0.0148,1,B-,-7291.5642,11.7569,1,100,918586.209,1.6,1
3,52,49,101,In,x,-68544.901,11.662,1,8370.426,0.1155,1,B-,-8239.277,300.2313,1,100,926414.025,12.519,1
1,51,50,101,Sn,ep,-60305.624,300.005,1,8281.103,2.9703,1,B-,999999.0,999999.0,1,100,935259.252,322.068,1
28,65,37,102,Rb,x,-37252.312,82.903,1,8152.7443,0.8128,1,B-,14906.9991,106.6347,1,101,960008.0,89.0,1
26,64,38,102,Sr,x,-52159.311,67.068,1,8291.2213,0.6575,1,B-,9013.3301,67.1916,1,101,944004.679,72.0,1
24,63,39,102,Y,x,-61172.641,4.081,1,8371.9172,0.04,1,B-,10408.7856,9.6618,1,101,934328.471,4.381,1
22,62,40,102,Zr,na,-71581.427,8.758,1,8466.294,0.0859,1,B-,4716.838,9.053,1,101,923154.181,9.401,1
20,61,41,102,Nb,na,-76298.265,2.511,1,8504.8675,0.0246,1,B-,7262.6008,8.675,1,101,918090.447,2.695,1
18,60,42,102,Mo,na,-83560.866,8.305,1,8568.3994,0.0814,1,B-,1012.0557,12.3682,1,101,910293.725,8.916,1
16,59,43,102,Tc,na,-84572.921,9.166,1,8570.6514,0.0899,1,B-,4533.5134,9.1646,1,101,909207.239,9.84,1
14,58,44,102,Ru,na,-89106.435,0.416,1,8607.4275,0.0041,1,B-,-2323.1187,6.396,1,101,904340.312,0.446,1
12,57,45,102,Rh,-,-86783.316,6.41,1,8576.9818,0.0628,1,B-,1119.647,6.3962,1,101,906834.282,6.88,1
10,56,46,102,Pd,na,-87902.963,0.419,1,8580.2887,0.0041,1,B-,-5656.2615,8.1816,1,101,905632.292,0.449,1
8,55,47,102,Ag,+,-82246.702,8.171,1,8517.165,0.0801,1,B-,-2587.0,8.0,1,101,911704.538,8.771,1
6,54,48,102,Cd,na,-79659.702,1.662,1,8484.1322,0.0163,1,B-,-8964.8059,4.8654,1,101,914481.797,1.784,1
4,53,49,102,In,na,-70694.896,4.573,1,8388.5719,0.0448,1,B-,-5760.0,100.0,1,101,924105.911,4.909,1
2,52,50,102,Sn,-,-64934.896,100.105,1,8324.4313,0.9814,1,B-,-13835.0,412.0,0,101,930289.525,107.466,1
0,51,51,102,Sb,x,-51100.0,400.0,0,8181.0,4.0,0,B-,999999.0,999999.0,1,101,945142.0,429.0,0
29,66,37,103,Rb,x,-33160.0,400.0,0,8112.0,4.0,0,B-,14120.0,447.0,0,102,964401.0,429.0,0
27,65,38,103,Sr,x,-47280.0,200.0,0,8242.0,2.0,0,B-,11177.0,201.0,0,102,949243.0,215.0,0
25,64,39,103,Y,x,-58457.034,11.206,1,8342.6336,0.1088,1,B-,9351.96,14.513,1,102,937243.796,12.029,1
23,63,40,103,Zr,x,-67808.993,9.223,1,8425.8337,0.0895,1,B-,7219.674,10.027,1,102,927204.054,9.9,1
21,62,41,103,Nb,x,-75028.667,3.935,1,8488.332,0.0382,1,B-,5925.6639,10.027,1,102,919453.416,4.224,1
19,61,42,103,Mo,x,-80954.331,9.223,1,8538.2672,0.0895,1,B-,3649.5889,13.4648,1,102,913091.954,9.9,1
17,60,43,103,Tc,+p,-84603.92,9.81,1,8566.1045,0.0952,1,B-,2663.2474,9.8086,1,102,909173.96,10.531,1
15,59,44,103,Ru,na,-87267.168,0.441,1,8584.3656,0.0043,1,B-,764.5378,2.2598,1,102,906314.846,0.473,1
13,58,45,103,Rh,na,-88031.705,2.301,1,8584.1927,0.0223,1,B-,-574.7252,2.3928,1,102,905494.081,2.47,1
11,57,46,103,Pd,-n,-87456.98,0.878,1,8571.0173,0.0085,1,B-,-2654.2778,4.1916,1,102,906111.074,0.942,1
9,56,47,103,Ag,x,-84802.702,4.099,1,8537.652,0.0398,1,B-,-4151.0761,4.4806,1,102,908960.558,4.4,1
7,55,48,103,Cd,na,-80651.626,1.811,1,8489.7547,0.0176,1,B-,-6019.2293,9.1242,1,102,913416.922,1.943,1
5,54,49,103,In,na,-74632.397,8.98,1,8423.7199,0.0872,1,B-,-7540.0,100.0,0,102,919878.83,9.64,1
3,53,50,103,Sn,-,-67092.0,100.0,0,8343.0,1.0,0,B-,-10422.0,316.0,0,102,927973.0,108.0,0
1,52,51,103,Sb,x,-56670.0,300.0,0,8234.0,3.0,0,B-,999999.0,999999.0,1,102,939162.0,322.0,0
30,67,37,104,Rb,x,-27450.0,500.0,0,8057.0,5.0,0,B-,16310.0,583.0,0,103,970531.0,537.0,0
28,66,38,104,Sr,x,-43760.0,300.0,0,8206.0,3.0,0,B-,10320.0,361.0,0,103,953022.0,322.0,0
26,65,39,104,Y,x,-54080.0,200.0,0,8298.0,2.0,0,B-,11638.0,200.0,0,103,941943.0,215.0,0
