#nucid	Z	A	liso	energy_[keV]	D_energy_[keV]	beta-_%	D_beta-	AME2021_Qb	AME2020_D_Qb	AME2020_Qb1n	AME2020_D_Qb1n	AME2021_Qb2n	AME2021_D_Qb2n	Qb3n	D_Qb3n	T12	D_T12	P1n	D_P1n	P2n	D_P2n	P3n	D_P3n	Neueff_1n	lowerEff	upperEff	Neueff_2n	lowerEff	upperEff	D_T12_Hi	D_P1n_Hi	D_P2n_Hi
129Sn	50	129	0	0	0	100	0	0	0	0	0	0	0	0	0	133.8	2.4	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	2.4	0	0
130Sn	50	130	0	0	0	100	0	0	0	0	0	0	0	0	0	223.2	4.2	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	4.2	0	0
131Sn	50	131	0	0	0	100	0	0	0	0	0	0	0	0	0	56	0.5	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	0.5	0	0
132Sn	50	132	0	0	0	100	0	0	0	0	0	0	0	0	0	39.7	0.8	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	0.8	0	0
126Sb	51	126	0	0	0	100	0	0	0	0	0	0	0	0	0	1067040	5184	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	5184	0	0
127Sb	51	127	0	0	0	100	0	0	0	0	0	0	0	0	0	332640	4320	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	4320	0	0
128Sb	51	128	0	0	0	100	0	0	0	0	0	0	0	0	0	32580	144	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	144	0	0
129Sb	51	129	0	0	0	100	0	0	0	0	0	0	0	0	0	15717.6	93.6	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	93.6	0	0
130Sb	51	130	0	0	0	100	0	0	0	0	0	0	0	0	0	2370	48	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	48	0	0
131Sb	51	131	0	0	0	100	0	0	0	0	0	0	0	0	0	1381.8	2.4	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	2.4	0	0
132Sb	51	132	0	0	0	100	0	0	0	0	0	0	0	0	0	167.4	4.2	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	4.2	0	0
133Sb	51	133	0	0	0	100	0	0	0	0	0	0	0	0	0	140.4	3	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	3	0	0
127Te	52	127	0	0	0	100	0	0	0	0	0	0	0	0	0	33660	252	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	252	0	0
129Te	52	129	0	0	0	100	0	0	0	0	0	0	0	0	0	4194	18	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	18	0	0
131Te	52	131	0	0	0	100	0	0	0	0	0	0	0	0	0	1500	6	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	6	0	0
132Te	52	132	0	0	0	100	0	0	0	0	0	0	0	0	0	276825.6	1123.2	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	1123.2	0	0
133Te	52	133	0	0	0	100	0	0	0	0	0	0	0	0	0	750	18	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	18	0	0
134Te	52	134	0	0	0	100	0	0	0	0	0	0	0	0	0	2508	48	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	48	0	0
135Te	52	135	0	0	0	100	0	0	0	0	0	0	0	0	0	19	0.2	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	0.2	0	0
128I	53	128	0	0	0	100	0	0	0	0	0	0	0	0	0	1499.4	1.2	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	1.2	0	0
130I	53	130	0	0	0	100	0	0	0	0	0	0	0	0	0	44496	36	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	36	0	0
131I	53	131	0	0	0	100	0	0	0	0	0	0	0	0	0	693377.28	51.84	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	51.84	0	0
132I	53	132	0	0	0	100	0	0	0	0	0	0	0	0	0	8262	46.8	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	46.8	0	0
133I	53	133	0	0	0	100	0	0	0	0	0	0	0	0	0	74988	288	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	288	0	0
134I	53	134	0	0	0	100	0	0	0	0	0	0	0	0	0	3150	12	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	12	0	0
135I	53	135	0	0	0	100	0	0	0	0	0	0	0	0	0	23688	108	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	108	0	0
136I	53	136	0	0	0	100	0	0	0	0	0	0	0	0	0	83.4	1	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	1	0	0
133Xe	54	133	0	0	0	100	0	0	0	0	0	0	0	0	0	453384	43.2	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	43.2	0	0
135Xe	54	135	0	0	0	100	0	0	0	0	0	0	0	0	0	32904	72	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	72	0	0
137Xe	54	137	0	0	0	100	0	0	0	0	0	0	0	0	0	229.08	0.78	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	0.78	0	0
138Xe	54	138	0	0	0	100	0	0	0	0	0	0	0	0	0	844.8	4.8	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	4.8	0	0
139Xe	54	139	0	0	0	100	0	0	0	0	0	0	0	0	0	39.68	0.14	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	0.14	0	0
140Xe	54	140	0	0	0	100	0	0	0	0	0	0	0	0	0	13.6	0.1	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	0.1	0	0
141Xe	54	141	0	0	0	100	0	0	0	0	0	0	0	0	0	1.73	0.01	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	0.01	0	0
136Cs	55	136	0	0	0	100	0	0	0	0	0	0	0	0	0	1126656	2592	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	2592	0	0
138Cs	55	138	0	0	0	100	0	0	0	0	0	0	0	0	0	2004.6	10.8	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	10.8	0	0
139Cs	55	139	0	0	0	100	0	0	0	0	0	0	0	0	0	556.2	3	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	3	0	0
140Cs	55	140	0	0	0	100	0	0	0	0	0	0	0	0	0	63.7	0.3	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	0.3	0	0
